X,Y,true_class,预测类别,img_path
-6.315978,7.210374,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1264.png
-6.1785626,7.3786874,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1267.png
-3.9135823,9.1521435,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1273.png
-6.0025263,8.160195,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1283.png
-5.916164,8.17939,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1284.png
-5.5954804,8.292411,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1289.png
-0.9323964,-1.6454334,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\129.png
-6.6493516,7.4827185,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1291.png
-5.935039,8.198492,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1292.png
-5.81253,8.26068,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1293.png
-5.844922,8.242925,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1297.png
-6.631904,7.5937567,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1308.png
-6.674756,7.622626,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1309.png
-6.307443,7.330411,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1315.png
-3.640088,8.842016,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1317.png
-6.593126,8.023599,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1321.png
-6.44316,7.323505,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1330.png
-4.082149,8.087327,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1332.png
-4.084649,8.083316,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1334.png
-4.0900335,8.080783,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1336.png
-4.2584815,8.094372,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1338.png
-5.0540886,8.255281,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1339.png
-6.6846213,7.6449027,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1345.png
-0.94518876,-1.6137272,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\135.png
-6.659178,7.861216,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1358.png
-6.5886855,7.483035,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1359.png
-6.4712424,7.2639832,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1365.png
-6.2948337,7.337879,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1366.png
-6.393621,7.9353976,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1371.png
-6.601618,7.95467,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1372.png
1.627057,10.45954,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1377.png
-0.8443288,-2.373459,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\138.png
-1.1112697,-0.81996644,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1384.png
-1.1603748,18.105665,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1385.png
-1.0044096,-1.3123904,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1387.png
1.5961641,10.588082,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1389.png
-2.1126232,-3.5158322,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\139.png
1.5590075,10.35197,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1392.png
-1.0777843,-0.9020928,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1393.png
-1.0791657,18.145645,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1394.png
-1.1743064,18.10041,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1397.png
-1.1635884,18.125504,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1409.png
-1.2432277,17.993456,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1414.png
1.6818314,10.272623,浙江省,广西省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1422.png
-1.1504188,18.068546,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1424.png
-1.1562438,-0.83891475,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1436.png
-1.2086654,18.117298,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1438.png
1.6079831,10.628448,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1443.png
1.7146735,10.7788,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1449.png
-1.2137486,17.952757,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1450.png
1.5846921,10.499388,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1454.png
-1.1315035,18.024103,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1455.png
-1.8673296,17.18282,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\146.png
-1.1178168,18.04375,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1461.png
1.7226572,10.779509,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1472.png
-1.2437924,17.983103,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1473.png
1.6620407,10.534551,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1476.png
1.7987981,10.393283,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1478.png
-1.0702116,18.055986,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1485.png
1.6652954,10.6294,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1488.png
-1.1691598,18.100008,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1491.png
-1.1497574,18.059801,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1497.png
1.6444743,10.847728,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1498.png
-1.8762127,17.195023,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\150.png
-1.0910788,18.006962,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1510.png
1.5337652,10.703531,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1513.png
-1.6906719,17.015148,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\152.png
1.618648,10.575187,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1521.png
-1.180815,17.895773,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1536.png
1.6240637,10.687934,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1543.png
-1.1505991,18.024475,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1546.png
1.4235314,10.822722,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1547.png
1.6332982,10.692325,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1551.png
1.7198353,10.769863,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1555.png
1.5650296,10.741053,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1557.png
-1.2083441,-1.4256567,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\156.png
1.5493103,10.690617,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1563.png
-1.0398871,-1.0773356,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1566.png
-1.0416346,-0.97726953,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1570.png
-1.0315894,-1.063948,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1573.png
-1.0865059,-0.8537472,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1576.png
-1.0436041,-0.96480113,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1585.png
-1.0713336,-0.9457228,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1593.png
-1.028449,-0.93545014,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1594.png
-1.2196339,-0.77801055,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1599.png
12.90993,2.025427,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\16.png
-1.1014681,-0.78393155,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1604.png
-1.0383817,-0.95034045,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1605.png
-1.1483165,-0.83359414,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1615.png
-1.1305221,-2.0031884,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\163.png
-1.6318697,-0.70162743,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1634.png
-0.2539892,17.748194,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1635.png
-1.7426494,-0.63575536,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1637.png
-1.6792696,-0.7675081,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1652.png
-0.3001853,17.790173,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1653.png
-0.15827104,17.677753,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1656.png
-0.18343057,17.705618,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1659.png
-0.94078267,-1.6872296,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\167.png
0.67988855,11.193661,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1672.png
-1.7303163,-0.7044878,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1676.png
-1.7071006,-0.6727689,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1679.png
-0.87616163,-1.7184927,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\168.png
0.76718736,11.068433,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1681.png
-1.7394612,-0.6555482,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1682.png
-1.8628128,-0.6750029,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1694.png
-0.19307446,17.69746,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1695.png
0.9357083,11.181424,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1708.png
0.7322754,10.997247,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1711.png
0.63684344,11.167588,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1718.png
-0.05010072,17.592556,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1725.png
-1.653935,-0.6933652,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1727.png
-0.27686954,17.77377,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1732.png
0.6004001,11.176272,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1735.png
0.6249623,11.176859,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1739.png
-0.21121596,17.737595,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1740.png
-0.26331067,17.753027,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1744.png
-1.8662206,17.05481,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\175.png
-0.24758995,17.745844,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1756.png
0.8344119,11.229688,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1759.png
0.6970236,11.141103,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1762.png
0.7123086,11.204995,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1763.png
0.6635393,11.173143,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1765.png
-1.1504108,-1.3561156,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\179.png
-1.110043,17.972874,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1790.png
1.5617871,11.463671,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1795.png
1.4715284,11.604608,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1797.png
-0.35773987,17.780668,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1802.png
1.5266148,11.504905,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1805.png
2.0492208,11.180818,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1812.png
2.0555842,11.210295,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1823.png
2.0203633,11.184872,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1831.png
2.0678234,11.104214,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1835.png
2.025232,11.196323,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1837.png
2.0572462,11.201339,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1841.png
2.026645,11.180361,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1843.png
-1.5103334,-0.75235146,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1851.png
-1.5800381,-0.7508156,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1853.png
-1.986061,-1.1415337,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1858.png
-1.6862547,-0.91148925,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1865.png
-1.8248273,-0.72136945,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1867.png
3.0483851,9.846399,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1875.png
-1.9307926,15.661025,贵州省,陕西省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1878.png
12.642339,2.411048,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1881.png
1.5582373,9.373891,贵州省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1891.png
1.3984686,9.859844,贵州省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1898.png
13.134994,2.1408904,云南省,陕西省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\19.png
1.4226396,9.335972,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1901.png
1.3716642,9.296887,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1903.png
1.720076,9.546792,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1907.png
1.4604093,9.13883,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1908.png
1.4839836,9.346414,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1910.png
1.2675925,9.198255,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1911.png
-1.0337378,-1.2761286,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\192.png
1.4460497,9.598548,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1920.png
1.6677254,9.277775,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1926.png
1.4917519,9.548094,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1931.png
1.5084804,9.333641,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1944.png
0.83426243,8.67294,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1949.png
1.5261942,9.216646,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1960.png
1.7892339,9.553303,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1964.png
1.5003875,9.331173,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1970.png
