X,Y,Z,true_class,预测类别,img_path
-4.633335,9.097766,7.643533,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1345.png
-1.465364,0.33949152,7.452777,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\135.png
-4.842994,9.111072,7.908556,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1358.png
-4.789347,8.77724,7.8851867,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1359.png
-4.73547,8.510323,7.8439565,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1365.png
-4.460618,8.640658,7.70301,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1366.png
-4.5398993,9.177385,7.8188987,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1371.png
-4.6968493,9.178028,7.965859,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1372.png
0.01240987,11.978428,10.965502,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1377.png
-1.3651521,-0.4634676,7.261408,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\138.png
-1.6921489,0.9242884,7.84962,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1384.png
0.5243046,12.93494,-1.1168271,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1385.png
-1.5115733,0.45427004,7.56254,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1387.png
0.13616349,12.027299,10.80982,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1389.png
-1.8322878,-2.1723845,7.848076,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\139.png
-0.047281496,11.846232,11.07653,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1392.png
-1.7014952,0.8635559,7.8008733,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1393.png
0.46101308,13.010754,-1.1482123,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1394.png
0.5173488,12.9193945,-1.0968513,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1397.png
0.49996406,12.942985,-1.1142834,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1409.png
0.5260394,12.851887,-1.0675843,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1414.png
-0.395702,11.86195,11.328202,浙江省,广西省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1422.png
0.477998,12.956802,-1.1023387,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1424.png
-1.7194257,0.9078323,7.823944,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1436.png
0.5094195,12.92581,-1.097763,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1438.png
0.10443577,11.951013,10.690974,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1443.png
0.05304343,12.176009,10.564532,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1449.png
0.4939095,12.880355,-1.1118078,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1450.png
0.15983576,11.997725,10.900627,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1454.png
0.45152134,12.873022,-1.0398822,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1455.png
0.9347906,11.705904,-1.1270278,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\146.png
0.4801881,12.86945,-1.0315355,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1461.png
0.049106114,12.13711,10.67743,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1472.png
0.5613743,12.817796,-1.0134997,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1473.png
0.02307914,12.047624,10.879785,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1476.png
-0.026293708,12.069148,10.97459,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1478.png
0.4424269,12.92573,-1.0612087,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1485.png
0.20085815,12.058706,10.738489,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1488.png
0.5276644,12.94175,-1.1101044,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1491.png
0.50030017,12.94071,-1.1055884,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1497.png
0.07018883,12.0580635,10.602107,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1498.png
0.9290244,11.68477,-1.1487827,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\150.png
0.44076183,12.866291,-1.0434005,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1510.png
0.059579503,12.032533,10.682755,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1513.png
1.2014397,11.672536,-1.0216898,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\152.png
0.16681144,12.034248,10.757353,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1521.png
0.41977355,12.78601,-1.0283204,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1536.png
0.20154846,12.104493,10.6955595,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1543.png
0.5093875,12.888072,-1.088799,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1546.png
0.0121314265,11.904276,10.594156,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1547.png
0.19114444,12.095256,10.770583,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1551.png
0.13492711,12.154013,10.669363,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1555.png
0.08202502,12.025772,10.669699,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1557.png
-1.7068435,0.39724767,7.389755,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\156.png
0.15329179,12.034086,10.725997,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1563.png
-1.592213,0.67576987,7.6616383,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1566.png
-1.6280335,0.75640726,7.7711287,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1570.png
-1.6589007,0.6391274,7.6117215,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1573.png
-1.6375763,0.80138874,7.7978363,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1576.png
-1.6107321,0.7317619,7.743957,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1585.png
-1.6056123,0.7050322,7.711512,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1593.png
-1.6743807,0.80263644,7.773562,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1594.png
-1.7121798,0.8991471,7.7490883,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1599.png
13.291458,4.349819,1.7404953,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\16.png
-1.6483384,0.81551576,7.793957,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1604.png
-1.6336786,0.7513333,7.743824,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1605.png
-1.6201426,0.78802896,7.8074036,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1615.png
-1.4160941,-0.022121303,7.4610896,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\163.png
-1.8271619,1.268463,7.7245607,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1634.png
-0.38149306,12.686965,-1.1568995,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1635.png
-1.8283098,1.3330592,7.761947,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1637.png
-1.83656,1.2763662,7.636809,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1652.png
-0.34337023,12.71227,-1.1429932,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1653.png
-0.47566172,12.688608,-1.1431074,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1656.png
-0.37719244,12.719337,-1.154439,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1659.png
-1.40903,0.23047982,7.476093,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\167.png
-0.41574338,11.371952,10.13117,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1672.png
-1.8513328,1.2975659,7.710749,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1676.png
-1.8010436,1.3525378,7.7884665,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1679.png
-1.2699068,0.22334175,7.457922,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\168.png
-0.37121856,11.390789,10.221263,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1681.png
-1.8382068,1.3412356,7.7315845,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1682.png
-1.735656,1.4037044,7.782045,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1694.png
-0.40890256,12.699053,-1.1463693,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1695.png
-0.28413165,11.627901,10.296969,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1708.png
-0.30004913,11.38573,10.2548685,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1711.png
-0.41342506,11.352928,10.14501,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1718.png
-0.5911234,12.667646,-1.1375324,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1725.png
-1.8754721,1.3051504,7.7021575,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1727.png
-0.3321756,12.719156,-1.1519083,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1732.png
-0.4237707,11.312109,10.118379,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1735.png
-0.42579725,11.325884,10.123755,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1739.png
-0.36662486,12.709482,-1.1395209,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1740.png
-0.3387828,12.69446,-1.1528841,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1744.png
1.0626386,11.634913,-1.0673051,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\175.png
-0.3722427,12.694301,-1.1358128,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1756.png
-0.31523827,11.47404,10.168345,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1759.png
-0.32301062,11.404405,10.182777,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1762.png
-0.36189654,11.396815,10.162345,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1763.png
-0.41035432,11.354658,10.129783,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1765.png
-1.7007749,0.5110852,7.426939,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\179.png
0.3683874,12.79043,-1.0742207,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1790.png
-0.23283166,12.156093,10.109336,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1795.png
-0.1999796,12.172343,10.005923,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1797.png
-0.2201641,12.74152,-1.1118395,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1802.png
-0.19780055,12.118877,10.09107,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1805.png
0.028181182,12.60619,10.322949,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1812.png
0.045219973,12.635313,10.311529,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1823.png
0.03219648,12.604104,10.303878,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1831.png
0.012833957,12.597039,10.390063,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1835.png
0.02615188,12.570863,10.312337,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1837.png
0.010891674,12.667445,10.363551,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1841.png
0.00153534,12.590424,10.343315,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1843.png
-1.8735406,1.1661979,7.6609073,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1851.png
-1.8801492,1.2175982,7.689334,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1853.png
-2.2755046,1.2364836,7.205395,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1858.png
-2.0240908,1.1916363,7.506387,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1865.png
-1.7666894,1.3850312,7.7524495,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1867.png
-0.93963695,11.962434,11.416187,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1875.png
2.020235,11.110032,-0.5049193,贵州省,陕西省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1878.png
13.763429,4.285768,1.6066037,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1881.png
0.43445206,12.274165,12.114457,贵州省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1891.png
