X,Y,Z,true_class,预测类别,img_path
-19.766815,-3.9930844,-0.15785944,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1117.png
1.0626937,8.156492,-9.784322,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\112.png
-21.246586,4.565155,2.3332865,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1122.png
2.8079712,8.569161,-7.090822,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\113.png
-22.168756,-3.4308717,3.294903,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1133.png
-24.060165,-2.360743,-1.9411917,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1134.png
-21.825397,-2.1818419,0.62292266,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1142.png
-21.972942,-2.4594064,1.0359963,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1144.png
-25.61819,4.129,3.855331,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1152.png
-27.21961,0.756304,1.0772942,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1154.png
-23.30762,4.356172,1.7936119,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1167.png
-22.511757,1.5863272,2.5743713,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1169.png
-21.758226,3.1630156,2.0091438,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1171.png
-18.916914,3.9539273,4.107109,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1174.png
-23.73188,4.1944075,0.60346866,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1178.png
-22.91286,1.7920667,4.3544846,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1185.png
-19.616528,4.25052,2.2476516,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1187.png
-22.674688,2.7593083,2.2456625,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1188.png
-21.440218,2.134868,2.4827993,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1190.png
-20.187183,4.755695,-0.31170696,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1191.png
-24.165129,-0.28496826,0.6660836,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1198.png
2.4297209,8.887736,-7.59729,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\120.png
-23.894833,4.897761,2.0444667,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1209.png
0.9096521,8.934993,-8.417752,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\121.png
-20.706076,1.962997,3.773674,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1212.png
-24.048756,3.6153624,4.489782,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1216.png
-20.643402,3.8305597,3.7477639,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1217.png
2.226108,12.306308,-10.003752,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\122.png
-22.195086,6.342919,2.9200904,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1220.png
-20.601385,5.23918,3.63719,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1227.png
-22.924728,2.482154,2.9562657,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1232.png
-20.956484,6.5465207,3.6796508,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1234.png
-21.509663,1.7351242,3.614662,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1236.png
-22.02504,2.999179,3.1365216,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1238.png
-15.948709,4.101132,-6.137085,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1257.png
-20.607735,4.26755,0.7046446,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1264.png
-19.933327,2.1571422,0.31948313,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1267.png
-16.079891,-1.8846914,7.652888,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1273.png
-22.536785,-3.1000736,2.314269,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1283.png
-23.08327,-3.534445,1.6971732,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1284.png
-18.93582,-2.6922095,-0.6213264,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1289.png
-0.19413295,15.20699,-9.198202,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\129.png
-26.247955,4.1732254,1.413182,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1291.png
-21.0248,-3.6093254,3.367731,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1292.png
-20.328085,-3.831799,0.95305634,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1293.png
-21.419712,-4.6089187,0.36650524,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1297.png
-25.735683,2.5632064,5.4214354,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1308.png
-25.493834,2.129585,5.7431383,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1309.png
-14.569751,0.35016057,3.5411956,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1315.png
-14.443099,0.1634626,3.6048667,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1317.png
-25.427885,-0.38083267,1.3993542,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1321.png
-25.29751,7.168663,0.5455434,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1330.png
-13.980401,-3.5882094,-6.7023153,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1332.png
-14.143986,-2.9639168,-6.5920753,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1334.png
-14.165012,-2.8975036,-6.567385,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1336.png
-14.798868,-1.58366,-5.63242,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1338.png
-17.788713,-0.65233976,-4.3473797,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1339.png
-24.67949,-0.16204047,5.9185247,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1345.png
0.5129494,14.560117,-10.66539,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\135.png
-27.453398,0.79817486,3.3666143,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1358.png
-24.909168,5.695201,3.449673,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1359.png
-21.822546,6.1228247,1.2208558,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1365.png
-19.099663,1.6606121,2.3013668,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1366.png
-23.2991,-0.36531413,2.096993,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1371.png
-25.663143,0.3511199,-0.018635921,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1372.png
-7.10536,-12.320517,21.502823,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1377.png
0.8930273,16.312254,-6.174907,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\138.png
-3.1132956,10.868451,-8.730842,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1384.png
24.830189,-15.777766,11.963877,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1385.png
-1.4389478,14.156637,-8.362512,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1387.png
-5.1120625,-13.701982,20.539839,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1389.png
0.03766003,16.174335,-5.872095,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\139.png
-5.025435,-15.399695,19.412983,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1392.png
-2.2538514,9.967086,-8.156206,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1393.png
24.667774,-16.529232,13.845719,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1394.png
24.557566,-16.524033,11.698804,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1397.png
23.83751,-16.521116,12.422486,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1409.png
24.276087,-17.695171,10.649796,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1414.png
-15.262484,-0.9529626,17.305885,浙江省,广西省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1422.png
24.27232,-17.052513,14.002132,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1424.png
-3.634798,9.037189,-7.9407544,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1436.png
22.981718,-16.101091,11.61376,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1438.png
-7.839676,-12.064475,19.561495,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1443.png
-9.766964,-14.502816,18.921967,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1449.png
24.340897,-14.262647,11.394763,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1450.png
-4.903998,-11.768981,19.440641,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1454.png
25.698368,-13.751376,12.015035,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1455.png
23.315323,-16.898623,6.909193,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\146.png
26.093964,-13.959592,12.989437,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1461.png
-8.924777,-14.214964,18.522789,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1472.png
27.309141,-13.536382,11.782279,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1473.png
-8.8064165,-14.382885,21.341728,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1476.png
-8.846401,-14.433825,21.358028,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1478.png
25.015268,-14.22692,13.219085,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1485.png
-5.1170654,-12.24917,18.669245,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1488.png
23.038448,-15.423574,12.125228,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1491.png
23.502447,-14.608429,13.33469,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1497.png
-9.736219,-13.485904,18.670122,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1498.png
23.29776,-17.770813,6.6469646,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\150.png
24.802942,-13.164623,12.626313,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1510.png
-8.191829,-11.923306,17.837969,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1513.png
23.055412,-14.278328,2.984471,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\152.png
-6.6675873,-12.038627,19.710299,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1521.png
25.473555,-12.662954,11.761498,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1536.png
-6.1596136,-12.930017,18.035055,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1543.png
24.09343,-13.998842,12.150585,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1546.png
-8.57297,-11.320099,18.25624,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1547.png
-6.443855,-13.009747,18.676601,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1551.png
-7.0615716,-14.616149,18.71327,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1555.png
-8.500976,-12.490231,18.481955,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1557.png
1.54677,11.278876,-9.070267,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\156.png
-6.41815,-11.844052,18.613482,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1563.png
-2.1321387,12.434055,-8.773214,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1566.png
-0.7365408,11.775541,-7.423074,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1570.png
-0.31821108,10.536174,-8.154927,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1573.png
-2.458336,11.575534,-8.005697,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1576.png
-1.7291075,11.532709,-8.001411,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1585.png
-1.985524,11.554501,-6.240693,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1593.png
-1.5806547,9.706556,-7.1911173,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1594.png
-4.533387,11.386182,-7.016399,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1599.png
-11.166142,-24.869896,-15.206681,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\16.png
-3.6492524,11.018791,-6.8091445,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1604.png
-1.0992182,11.009842,-6.600665,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1605.png
-3.6800098,11.597862,-7.186908,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1615.png
0.049351156,16.035856,-7.4855347,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\163.png
-5.745169,10.365737,-10.94423,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1634.png
20.06919,-12.475285,12.475128,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1635.png
-7.8864455,10.835521,-10.577647,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1637.png
-4.9000793,10.936613,-12.124447,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1652.png
20.636148,-12.213237,12.652333,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1653.png
19.979994,-14.125277,12.027429,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1656.png
20.580173,-13.13972,13.145956,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1659.png
-0.042726222,15.401645,-9.1198845,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\167.png
-12.163321,-6.3332977,11.079363,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1672.png
-6.459398,10.9548,-9.803482,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1676.png
-7.2294087,9.72715,-10.517807,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1679.png
0.8413587,15.43409,-11.096316,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\168.png
-11.791439,-5.135083,11.306614,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1681.png
-6.248998,10.686288,-10.6367655,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1682.png
-5.6051188,11.798762,-12.909653,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1694.png
20.114038,-13.586739,13.433479,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1695.png
-10.760261,-4.88572,10.783831,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1708.png
-10.698146,-5.6848307,11.676974,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1711.png
-12.755531,-5.233688,10.541666,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1718.png
19.231333,-15.103549,11.792059,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1725.png
-6.5449305,9.163087,-9.947382,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1727.png
21.067976,-12.274888,14.267865,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1732.png
-12.867117,-7.1468315,9.194949,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1735.png
-13.24248,-6.412956,10.047536,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1739.png
20.145065,-11.230328,15.340445,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1740.png
20.568232,-11.317831,14.915978,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1744.png
22.932974,-15.332238,7.422994,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\175.png
20.273846,-11.525431,13.095514,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1756.png
-9.974755,-6.0573077,8.958939,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1759.png
-10.814546,-6.058849,10.548728,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1762.png
-11.251174,-6.0320044,9.514124,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1763.png
-12.480422,-5.9213834,10.131605,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1765.png
0.45787588,9.955179,-8.628969,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\179.png
25.317438,-11.435362,12.608802,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1790.png
-2.4160712,-16.292149,10.277341,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1795.png
-1.3259872,-16.767338,10.3561,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1797.png
22.101442,-11.946478,14.586606,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1802.png
-2.3247,-16.330273,10.292951,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1805.png
-9.023998,-17.114729,15.327776,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1812.png
-7.16535,-16.343813,15.849475,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1823.png
-7.825286,-16.023321,14.532407,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1831.png
-9.329964,-15.629214,16.061829,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1835.png
-7.668242,-16.335516,15.665205,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1837.png
-6.8247204,-15.244682,15.16313,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1841.png
-7.1623464,-15.225232,15.254529,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1843.png
-4.885703,8.063678,-10.503,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1851.png
-5.251232,8.130201,-10.306279,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1853.png
0.37804693,11.927377,-15.870364,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1858.png
-3.261402,8.717924,-12.768836,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1865.png
-6.0332165,12.300797,-13.449542,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1867.png
-11.764131,-6.719431,17.79968,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1875.png
22.117197,-5.323038,7.5138745,贵州省,陕西省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1878.png
-7.7326326,-30.23653,-14.245292,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1881.png
-4.16257,-6.97392,21.221699,贵州省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1891.png
