X,Y,true_class,预测类别,img_path
-38.203186,16.58939,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1336.png
-38.98654,17.988138,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1338.png
-47.918446,25.257376,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1339.png
-60.619175,30.638298,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1345.png
11.489263,46.59213,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\135.png
-60.396564,36.89612,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1358.png
-55.93645,38.181793,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1359.png
-52.605038,38.16672,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1365.png
-52.685646,31.117174,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1366.png
-58.818893,32.98036,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1371.png
-61.65771,34.304638,未知,未知,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1372.png
-71.00536,-17.224678,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1377.png
8.556479,49.868042,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\138.png
7.6584992,42.624172,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1384.png
79.408356,-39.093407,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1385.png
9.292094,45.33089,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1387.png
-69.50467,-17.672003,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1389.png
8.006448,49.800076,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\139.png
-69.94518,-19.0388,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1392.png
8.052448,42.28339,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1393.png
80.89322,-39.15147,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1394.png
79.811844,-39.53555,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1397.png
79.47219,-39.91255,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1409.png
80.799416,-41.31118,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1414.png
-76.28634,-11.421316,浙江省,广西省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1422.png
81.21208,-39.343777,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1424.png
6.155709,42.075275,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1436.png
78.76587,-40.55872,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1438.png
-68.56625,-16.22961,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1443.png
-66.13076,-17.369207,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1449.png
77.5055,-38.447166,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1450.png
-70.56593,-15.65454,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1454.png
78.32309,-37.10388,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1455.png
72.23679,-34.0741,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\146.png
78.862335,-37.076424,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1461.png
-66.65602,-17.332907,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1472.png
79.00944,-35.74767,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1473.png
-67.63258,-19.645628,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1476.png
-67.59829,-19.679762,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1478.png
78.63665,-37.90466,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1485.png
-70.22123,-14.905768,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1488.png
78.36884,-40.134243,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1491.png
77.66882,-39.434998,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1497.png
-66.34461,-16.558285,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1498.png
72.06852,-34.778984,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\150.png
77.73568,-37.45409,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1510.png
-67.400894,-14.938525,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1513.png
70.4037,-29.34769,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\152.png
-69.50158,-16.031132,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1521.png
77.47398,-36.692352,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1536.png
-69.03184,-14.758513,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1543.png
77.770805,-38.348488,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1546.png
-67.48517,-14.027573,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1547.png
-68.95703,-15.415484,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1551.png
-67.78205,-17.557653,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1555.png
-67.414986,-15.5270605,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1557.png
13.524015,44.579517,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\156.png
-69.265656,-15.220547,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1563.png
8.961031,43.659073,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1566.png
9.998564,42.760887,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1570.png
11.248764,42.90402,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1573.png
8.73977,42.575794,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1576.png
9.216495,42.851673,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1585.png
9.725531,41.40401,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1593.png
8.903844,41.43382,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1594.png
7.1737075,40.118828,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1599.png
-4.8273735,-71.99293,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\16.png
7.6841946,40.75497,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1604.png
10.085801,42.048805,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1605.png
7.659274,40.580387,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1615.png
8.718669,48.44219,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\163.png
6.035567,35.98794,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1634.png
74.54211,-42.134266,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1635.png
4.1590004,35.02139,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1637.png
7.438631,34.929085,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1652.png
74.85651,-42.194683,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1653.png
73.002396,-42.37404,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1656.png
74.358955,-42.751522,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1659.png
9.979673,47.02212,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\167.png
-65.45431,-8.355178,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1672.png
5.371292,35.284134,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1676.png
4.5207524,36.041725,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1679.png
11.444331,47.372894,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\168.png
-66.167206,-8.793471,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1681.png
5.650975,35.623466,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1682.png
7.000155,33.525436,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1694.png
73.963585,-43.069664,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1695.png
-65.567795,-9.733431,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1708.png
-66.07291,-9.448679,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1711.png
-65.75141,-7.725028,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1718.png
71.57151,-42.88971,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1725.png
4.653615,36.725216,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1727.png
75.695724,-43.44217,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1732.png
-64.110275,-7.048623,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1735.png
-64.99789,-7.2505074,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1739.png
76.119026,-44.80119,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1740.png
76.13285,-44.357876,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1744.png
72.340355,-32.843918,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\175.png
75.305954,-42.456062,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1756.png
-63.77896,-9.733198,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1759.png
-65.06761,-9.363111,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1762.png
-64.41223,-8.754711,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1763.png
-65.19183,-7.790902,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1765.png
12.480792,43.01482,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\179.png
76.57187,-36.31272,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1790.png
-59.014606,-3.3785887,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1795.png
52.340763,-28.49597,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1797.png
76.71841,-43.27006,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1802.png
-58.993244,-3.3444233,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1805.png
-54.376972,-19.825071,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1812.png
-54.074577,-18.137188,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1823.png
-55.00139,-18.533308,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1831.png
-55.745327,-19.733015,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1835.png
-54.23066,-18.416645,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1837.png
-54.79584,-17.539404,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1841.png
-54.86413,-17.657383,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1843.png
5.4932756,38.375664,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1851.png
5.2333403,38.19027,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1853.png
13.948616,33.16865,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1858.png
10.9794,35.478367,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1865.png
6.86162,32.892292,浙江省,浙江省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1867.png
-73.35888,-16.035124,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1875.png
65.21928,-19.651413,贵州省,陕西省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1878.png
2.633662,-75.4538,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1881.png
-68.679375,-30.170254,贵州省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1891.png
-75.31442,-37.42223,贵州省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1898.png
-4.4511876,-74.52969,云南省,陕西省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\19.png
-68.36792,-32.68348,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1901.png
-67.97337,-33.621235,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1903.png
-70.793594,-30.794092,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1907.png
-70.089355,-37.2171,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1908.png
-70.15947,-34.036777,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1910.png
-68.46141,-34.59543,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1911.png
10.587606,45.06016,云南省,云南省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\192.png
-68.3471,-29.048128,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1920.png
-71.163475,-34.61431,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1926.png
-69.11812,-28.503963,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1931.png
-68.65516,-32.214493,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1944.png
-57.826252,-43.181416,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1949.png
-70.18722,-36.569386,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1960.png
-70.90038,-30.444609,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1964.png
-69.60438,-33.12266,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1970.png
-71.598145,-37.653442,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1973.png
-71.12918,-37.34827,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1977.png
71.78684,-13.365318,贵州省,贵州省,D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\1984.png
